ID1	ID2	ID3	RECORD #	RECORD ID
09HIS	00000	00000	297346	09HIS-00000-00000
09HIS	00000	00001	297477	09HIS-00000-00001
09HIS	00000	00002	297517	09HIS-00000-00002
09HIS	00000	00003	297567	09HIS-00000-00003
09HIS	00000	00004	297868	09HIS-00000-00004
09HIS	00000	00005	297872	09HIS-00000-00005
09HIS	00000	00006	297885	09HIS-00000-00006
09HIS	00000	00007	297887	09HIS-00000-00007
09HIS	00000	00008	297888	09HIS-00000-00008
09HIS	00000	00009	297938	09HIS-00000-00009
09HIS	00000	0000A	297954	09HIS-00000-0000A
09HIS	00000	0000B	297984	09HIS-00000-0000B
09HIS	00000	0000C	297985	09HIS-00000-0000C
09HIS	00000	0000D	297986	09HIS-00000-0000D
09HIS	00000	0000E	297993	09HIS-00000-0000E
09HIS	00000	0000F	297998	09HIS-00000-0000F
09HIS	00000	0000G	298008	09HIS-00000-0000G
09HIS	00000	0000H	298045	09HIS-00000-0000H
09HIS	00000	0000I	298071	09HIS-00000-0000I
09HIS	00000	0000J	298084	09HIS-00000-0000J
09HIS	00000	0000K	298117	09HIS-00000-0000K
09HIS	00000	0000L	298125	09HIS-00000-0000L
09HIS	00000	0000M	298132	09HIS-00000-0000M
09HIS	00000	0000N	298134	09HIS-00000-0000N
09HIS	00000	0000O	298147	09HIS-00000-0000O
09HIS	00000	0000P	298155	09HIS-00000-0000P
09HIS	00000	0000Q	298157	09HIS-00000-0000Q
09HIS	00000	0000R	298164	09HIS-00000-0000R
09HIS	00000	0000S	298166	09HIS-00000-0000S
09HIS	00000	0000T	298167	09HIS-00000-0000T
09HIS	00000	0000U	298168	09HIS-00000-0000U
09HIS	00000	0000V	298169	09HIS-00000-0000V
09HIS	00000	0000W	298173	09HIS-00000-0000W
09HIS	00000	0000X	298187	09HIS-00000-0000X
09HIS	00000	0000Y	298198	09HIS-00000-0000Y
09HIS	00000	0000Z	298209	09HIS-00000-0000Z
09HIS	00000	00010	298211	09HIS-00000-00010
09HIS	00000	00011	298212	09HIS-00000-00011
09HIS	00000	00012	298226	09HIS-00000-00012
09HIS	00000	00013	298235	09HIS-00000-00013
09HIS	00000	00014	298245	09HIS-00000-00014
09HIS	00000	00015	298248	09HIS-00000-00015
09HIS	00000	00016	298250	09HIS-00000-00016
09HIS	00000	00017	298253	09HIS-00000-00017
09HIS	00000	00018	298271	09HIS-00000-00018
09HIS	00000	00019	298274	09HIS-00000-00019
09HIS	00000	0001A	298293	09HIS-00000-0001A
09HIS	00000	0001B	298353	09HIS-00000-0001B
09HIS	00000	0001C	298376	09HIS-00000-0001C
09HIS	00000	0001D	298377	09HIS-00000-0001D
09HIS	00000	0001E	298379	09HIS-00000-0001E
09HIS	00000	0001F	298422	09HIS-00000-0001F
09HIS	00000	0001G	298423	09HIS-00000-0001G
09HIS	00000	0001H	298434	09HIS-00000-0001H
09HIS	00000	0001I	298508	09HIS-00000-0001I
09HIS	00000	0001J	298525	09HIS-00000-0001J
09HIS	00000	0001K	298536	09HIS-00000-0001K
09HIS	00000	0001L	298545	09HIS-00000-0001L
09HIS	00000	0001M	298585	09HIS-00000-0001M
09HIS	00000	0001N	298596	09HIS-00000-0001N
09HIS	00000	0001O	298599	09HIS-00000-0001O
09HIS	00000	0001P	298607	09HIS-00000-0001P
09HIS	00000	0001Q	298608	09HIS-00000-0001Q
09HIS	00000	0001R	298623	09HIS-00000-0001R
09HIS	00000	0001S	298635	09HIS-00000-0001S
09HIS	00000	0001T	298642	09HIS-00000-0001T
09HIS	00000	0001U	298644	09HIS-00000-0001U
09HIS	00000	0001V	298646	09HIS-00000-0001V
09HIS	00000	0001W	298659	09HIS-00000-0001W
09HIS	00000	0001X	298662	09HIS-00000-0001X
09HIS	00000	0001Y	298666	09HIS-00000-0001Y
09HIS	00000	0001Z	298667	09HIS-00000-0001Z
09HIS	00000	00020	298701	09HIS-00000-00020
09HIS	00000	00021	298710	09HIS-00000-00021
09HIS	00000	00022	298718	09HIS-00000-00022
09HIS	00000	00023	298725	09HIS-00000-00023
09HIS	00000	00024	298734	09HIS-00000-00024
09HIS	00000	00025	298742	09HIS-00000-00025
09HIS	00000	00026	298754	09HIS-00000-00026
09HIS	00000	00027	298756	09HIS-00000-00027
09HIS	00000	00028	298761	09HIS-00000-00028
09HIS	00000	00029	298803	09HIS-00000-00029
09HIS	00000	0002A	298804	09HIS-00000-0002A
09HIS	00000	0002B	298822	09HIS-00000-0002B
09HIS	00000	0002C	298823	09HIS-00000-0002C
09HIS	00000	0002D	298832	09HIS-00000-0002D
09HIS	00000	0002E	298848	09HIS-00000-0002E
09HIS	00000	0002F	298865	09HIS-00000-0002F
09HIS	00000	0002G	298870	09HIS-00000-0002G
09HIS	00000	0002H	298874	09HIS-00000-0002H
09HIS	00000	0002I	298886	09HIS-00000-0002I
09HIS	00000	0002J	298887	09HIS-00000-0002J
09HIS	00000	0002K	298899	09HIS-00000-0002K
09HIS	00000	0002L	298900	09HIS-00000-0002L
09HIS	00000	0002M	298921	09HIS-00000-0002M
09HIS	00000	0002N	298942	09HIS-00000-0002N
09HIS	00000	0002O	298948	09HIS-00000-0002O
09HIS	00000	0002P	298950	09HIS-00000-0002P
09HIS	00000	0002Q	298951	09HIS-00000-0002Q
09HIS	00000	0002R	298960	09HIS-00000-0002R
09HIS	00000	0002S	298973	09HIS-00000-0002S
09HIS	00000	0002T	298983	09HIS-00000-0002T
09HIS	00000	0002U	298987	09HIS-00000-0002U
09HIS	00000	0002V	298991	09HIS-00000-0002V
09HIS	00000	0002W	298999	09HIS-00000-0002W
09HIS	00000	0002X	299020	09HIS-00000-0002X
09HIS	00000	0002Y	299034	09HIS-00000-0002Y
09HIS	00000	0002Z	299042	09HIS-00000-0002Z
09HIS	00000	00030	299043	09HIS-00000-00030
09HIS	00000	00031	299050	09HIS-00000-00031
09HIS	00000	00032	299054	09HIS-00000-00032
09HIS	00000	00033	299063	09HIS-00000-00033
09HIS	00000	00034	299113	09HIS-00000-00034
09HIS	00000	00035	299141	09HIS-00000-00035
09HIS	00000	00036	299142	09HIS-00000-00036
09HIS	00000	00037	299143	09HIS-00000-00037
09HIS	00000	00038	299144	09HIS-00000-00038
09HIS	00000	00039	299153	09HIS-00000-00039
09HIS	00000	0003A	299158	09HIS-00000-0003A
09HIS	00000	0003B	299159	09HIS-00000-0003B
09HIS	00000	0003C	299170	09HIS-00000-0003C
09HIS	00000	0003D	299172	09HIS-00000-0003D
09HIS	00000	0003E	299208	09HIS-00000-0003E
09HIS	00000	0003F	299211	09HIS-00000-0003F
09HIS	00000	0003G	299215	09HIS-00000-0003G
09HIS	00000	0003H	299249	09HIS-00000-0003H
09HIS	00000	0003I	299252	09HIS-00000-0003I
09HIS	00000	0003J	299305	09HIS-00000-0003J
09HIS	00000	0003K	299307	09HIS-00000-0003K
09HIS	00000	0003L	299310	09HIS-00000-0003L
09HIS	00000	0003M	299312	09HIS-00000-0003M
09HIS	00000	0003N	299320	09HIS-00000-0003N
09HIS	00000	0003O	299347	09HIS-00000-0003O
09HIS	00000	0003P	299354	09HIS-00000-0003P
09HIS	00000	0003Q	299355	09HIS-00000-0003Q
09HIS	00000	0003R	299362	09HIS-00000-0003R
09HIS	00000	0003S	299376	09HIS-00000-0003S
09HIS	00000	0003T	299389	09HIS-00000-0003T
09HIS	00000	0003U	299390	09HIS-00000-0003U
09HIS	00000	0003V	299431	09HIS-00000-0003V
09HIS	00000	0003W	299441	09HIS-00000-0003W
09HIS	00000	0003X	299443	09HIS-00000-0003X
09HIS	00000	0003Y	299471	09HIS-00000-0003Y
09HIS	00000	0003Z	299474	09HIS-00000-0003Z
09HIS	00000	00040	299483	09HIS-00000-00040
09HIS	00000	00041	299488	09HIS-00000-00041
09HIS	00000	00042	299491	09HIS-00000-00042
09HIS	00000	00043	299508	09HIS-00000-00043
09HIS	00000	00044	299517	09HIS-00000-00044
09HIS	00000	00045	299536	09HIS-00000-00045
09HIS	00000	00046	299539	09HIS-00000-00046
09HIS	00000	00047	299541	09HIS-00000-00047
09HIS	00000	00048	299543	09HIS-00000-00048
09HIS	00000	00049	299547	09HIS-00000-00049
09HIS	00000	0004A	299552	09HIS-00000-0004A
09HIS	00000	0004B	299553	09HIS-00000-0004B
09HIS	00000	0004C	299555	09HIS-00000-0004C
09HIS	00000	0004D	299568	09HIS-00000-0004D
09HIS	00000	0004E	299585	09HIS-00000-0004E
09HIS	00000	0004F	299587	09HIS-00000-0004F
09HIS	00000	0004G	299591	09HIS-00000-0004G
09HIS	00000	0004H	299617	09HIS-00000-0004H
09HIS	00000	0004I	299618	09HIS-00000-0004I
09HIS	00000	0004J	299620	09HIS-00000-0004J
09HIS	00000	0004K	299624	09HIS-00000-0004K
09HIS	00000	0004L	299636	09HIS-00000-0004L
09HIS	00000	0004M	299659	09HIS-00000-0004M
09HIS	00000	0004N	299664	09HIS-00000-0004N
09HIS	00000	0004O	299665	09HIS-00000-0004O
09HIS	00000	0004P	299686	09HIS-00000-0004P
09HIS	00000	0004Q	299701	09HIS-00000-0004Q
09HIS	00000	0004R	299702	09HIS-00000-0004R
09HIS	00000	0004S	299703	09HIS-00000-0004S
09HIS	00000	0004T	299706	09HIS-00000-0004T
09HIS	00000	0004U	299726	09HIS-00000-0004U
09HIS	00000	0004V	299746	09HIS-00000-0004V
09HIS	00000	0004W	299747	09HIS-00000-0004W
09HIS	00000	0004X	299748	09HIS-00000-0004X
09HIS	00000	0004Y	299750	09HIS-00000-0004Y
09HIS	00000	0004Z	299757	09HIS-00000-0004Z
09HIS	00000	00050	299777	09HIS-00000-00050
09HIS	00000	00051	299788	09HIS-00000-00051
09HIS	00000	00052	299791	09HIS-00000-00052
09HIS	00000	00053	299796	09HIS-00000-00053
09HIS	00000	00054	299802	09HIS-00000-00054
09HIS	00000	00055	299813	09HIS-00000-00055
09HIS	00000	00056	299826	09HIS-00000-00056
09HIS	00000	00057	299853	09HIS-00000-00057
09HIS	00000	00058	299855	09HIS-00000-00058
09HIS	00000	00059	299865	09HIS-00000-00059
09HIS	00000	0005A	299901	09HIS-00000-0005A
09HIS	00000	0005B	299911	09HIS-00000-0005B
09HIS	00000	0005C	299920	09HIS-00000-0005C
09HIS	00000	0005D	299921	09HIS-00000-0005D
09HIS	00000	0005E	299937	09HIS-00000-0005E
09HIS	00000	0005F	299949	09HIS-00000-0005F
09HIS	00000	0005G	299953	09HIS-00000-0005G
09HIS	00000	0005H	299956	09HIS-00000-0005H
09HIS	00000	0005I	299974	09HIS-00000-0005I
09HIS	00000	0005J	299998	09HIS-00000-0005J
09HIS	00000	0005K	300002	09HIS-00000-0005K
09HIS	00000	0005L	300034	09HIS-00000-0005L
09HIS	00000	0005M	300057	09HIS-00000-0005M
09HIS	00000	0005N	300058	09HIS-00000-0005N
09HIS	00000	0005O	300060	09HIS-00000-0005O
09HIS	00000	0005P	300064	09HIS-00000-0005P
09HIS	00000	0005Q	300069	09HIS-00000-0005Q
09HIS	00000	0005R	300070	09HIS-00000-0005R
09HIS	00000	0005S	300075	09HIS-00000-0005S
09HIS	00000	0005T	300091	09HIS-00000-0005T
09HIS	00000	0005U	300126	09HIS-00000-0005U
09HIS	00000	0005V	300140	09HIS-00000-0005V
09HIS	00000	0005W	300142	09HIS-00000-0005W
09HIS	00000	0005X	300147	09HIS-00000-0005X
09HIS	00000	0005Y	300153	09HIS-00000-0005Y
09HIS	00000	0005Z	300155	09HIS-00000-0005Z
09HIS	00000	00060	300168	09HIS-00000-00060
09HIS	00000	00061	300169	09HIS-00000-00061
09HIS	00000	00062	300174	09HIS-00000-00062
09HIS	00000	00063	300175	09HIS-00000-00063
09HIS	00000	00064	300180	09HIS-00000-00064
09HIS	00000	00065	300190	09HIS-00000-00065
09HIS	00000	00066	300195	09HIS-00000-00066
09HIS	00000	00067	300196	09HIS-00000-00067
09HIS	00000	00068	300198	09HIS-00000-00068
09HIS	00000	00069	300199	09HIS-00000-00069
09HIS	00000	0006A	300249	09HIS-00000-0006A
09HIS	00000	0006B	300259	09HIS-00000-0006B
09HIS	00000	0006C	300260	09HIS-00000-0006C
09HIS	00000	0006D	300261	09HIS-00000-0006D
09HIS	00000	0006E	300308	09HIS-00000-0006E
09HIS	00000	0006F	300329	09HIS-00000-0006F
09HIS	00000	0006G	300334	09HIS-00000-0006G
09HIS	00000	0006H	300350	09HIS-00000-0006H
09HIS	00000	0006I	300360	09HIS-00000-0006I
09HIS	00000	0006J	300429	09HIS-00000-0006J
09HIS	00000	0006K	300430	09HIS-00000-0006K
09HIS	00000	0006L	300432	09HIS-00000-0006L
09HIS	00000	0006M	300439	09HIS-00000-0006M
09HIS	00000	0006N	300444	09HIS-00000-0006N
09HIS	00000	0006O	300445	09HIS-00000-0006O
09HIS	00000	0006P	300474	09HIS-00000-0006P
09HIS	00000	0006Q	300490	09HIS-00000-0006Q
09HIS	00000	0006R	300497	09HIS-00000-0006R
09HIS	00000	0006S	300499	09HIS-00000-0006S
09HIS	00000	0006T	300513	09HIS-00000-0006T
09HIS	00000	0006U	300521	09HIS-00000-0006U
09HIS	00000	0006V	300530	09HIS-00000-0006V
09HIS	00000	0006W	300542	09HIS-00000-0006W
09HIS	00000	0006X	300558	09HIS-00000-0006X
09HIS	00000	0006Y	300561	09HIS-00000-0006Y
09HIS	00000	0006Z	300576	09HIS-00000-0006Z
09HIS	00000	00070	300584	09HIS-00000-00070
09HIS	00000	00071	300590	09HIS-00000-00071
09HIS	00000	00072	300614	09HIS-00000-00072
09HIS	00000	00073	300635	09HIS-00000-00073
09HIS	00000	00074	300639	09HIS-00000-00074
09HIS	00000	00075	300641	09HIS-00000-00075
09HIS	00000	00076	300658	09HIS-00000-00076
09HIS	00000	00077	300672	09HIS-00000-00077
09HIS	00000	00078	300686	09HIS-00000-00078
09HIS	00000	00079	300693	09HIS-00000-00079
09HIS	00000	0007A	300699	09HIS-00000-0007A
09HIS	00000	0007B	300700	09HIS-00000-0007B
09HIS	00000	0007C	300702	09HIS-00000-0007C
09HIS	00000	0007D	300717	09HIS-00000-0007D
09HIS	00000	0007E	300721	09HIS-00000-0007E
09HIS	00000	0007F	300745	09HIS-00000-0007F
09HIS	00000	0007G	300751	09HIS-00000-0007G
09HIS	00000	0007H	300761	09HIS-00000-0007H
09HIS	00000	0007I	300762	09HIS-00000-0007I
09HIS	00000	0007J	300763	09HIS-00000-0007J
09HIS	00000	0007K	300780	09HIS-00000-0007K
09HIS	00000	0007L	300789	09HIS-00000-0007L
09HIS	00000	0007M	300803	09HIS-00000-0007M
09HIS	00000	0007N	300804	09HIS-00000-0007N
09HIS	00000	0007O	300823	09HIS-00000-0007O
09HIS	00000	0007P	300829	09HIS-00000-0007P
09HIS	00000	0007Q	300847	09HIS-00000-0007Q
09HIS	00000	0007R	300861	09HIS-00000-0007R
09HIS	00000	0007S	300881	09HIS-00000-0007S
09HIS	00000	0007T	300897	09HIS-00000-0007T
09HIS	00000	0007U	300907	09HIS-00000-0007U
09HIS	00000	0007V	300908	09HIS-00000-0007V
09HIS	00000	0007W	300913	09HIS-00000-0007W
09HIS	00000	0007X	300914	09HIS-00000-0007X
09HIS	00000	0007Y	300918	09HIS-00000-0007Y
09HIS	00000	0007Z	300920	09HIS-00000-0007Z
09HIS	00000	00080	300949	09HIS-00000-00080
09HIS	00000	00081	300952	09HIS-00000-00081
09HIS	00000	00082	301000	09HIS-00000-00082
09HIS	00000	00083	301015	09HIS-00000-00083
09HIS	00000	00084	301017	09HIS-00000-00084
09HIS	00000	00085	301059	09HIS-00000-00085
09HIS	00000	00086	301093	09HIS-00000-00086
09HIS	00000	00087	301094	09HIS-00000-00087
09HIS	00000	00088	301108	09HIS-00000-00088
09HIS	00000	00089	301126	09HIS-00000-00089
09HIS	00000	0008A	301169	09HIS-00000-0008A
09HIS	00000	0008B	301181	09HIS-00000-0008B
09HIS	00000	0008C	301184	09HIS-00000-0008C
09HIS	00000	0008D	301192	09HIS-00000-0008D
09HIS	00000	0008E	301203	09HIS-00000-0008E
09HIS	00000	0008F	301204	09HIS-00000-0008F
09HIS	00000	0008G	301214	09HIS-00000-0008G
09HIS	00000	0008H	301215	09HIS-00000-0008H
09HIS	00000	0008I	301244	09HIS-00000-0008I
09HIS	00000	0008J	301246	09HIS-00000-0008J
09HIS	00000	0008K	301249	09HIS-00000-0008K
09HIS	00000	0008L	301265	09HIS-00000-0008L
09HIS	00000	0008M	301267	09HIS-00000-0008M
09HIS	00000	0008N	301300	09HIS-00000-0008N
09HIS	00000	0008O	301304	09HIS-00000-0008O
09HIS	00000	0008P	301313	09HIS-00000-0008P
09HIS	00000	0008Q	301344	09HIS-00000-0008Q
09HIS	00000	0008R	301366	09HIS-00000-0008R
09HIS	00000	0008S	301368	09HIS-00000-0008S
09HIS	00000	0008T	301369	09HIS-00000-0008T
09HIS	00000	0008U	301401	09HIS-00000-0008U
09HIS	00000	0008V	301402	09HIS-00000-0008V
09HIS	00000	0008W	301403	09HIS-00000-0008W
09HIS	00000	0008X	301406	09HIS-00000-0008X
09HIS	00000	0008Y	301409	09HIS-00000-0008Y
09HIS	00000	0008Z	301411	09HIS-00000-0008Z
09HIS	00000	00090	301413	09HIS-00000-00090
09HIS	00000	00091	301417	09HIS-00000-00091
09HIS	00000	00092	301418	09HIS-00000-00092
09HIS	00000	00093	301419	09HIS-00000-00093
09HIS	00000	00094	301421	09HIS-00000-00094
09HIS	00000	00095	301425	09HIS-00000-00095
09HIS	00000	00096	301430	09HIS-00000-00096
09HIS	00000	00097	301431	09HIS-00000-00097
09HIS	00000	00098	301434	09HIS-00000-00098
09HIS	00000	00099	301462	09HIS-00000-00099
09HIS	00000	0009A	301471	09HIS-00000-0009A
09HIS	00000	0009B	301472	09HIS-00000-0009B
09HIS	00000	0009C	301473	09HIS-00000-0009C
09HIS	00000	0009D	301475	09HIS-00000-0009D
09HIS	00000	0009E	301477	09HIS-00000-0009E
09HIS	00000	0009F	301479	09HIS-00000-0009F
09HIS	00000	0009G	301491	09HIS-00000-0009G
09HIS	00000	0009H	301503	09HIS-00000-0009H
09HIS	00000	0009I	301509	09HIS-00000-0009I
09HIS	00000	0009J	301512	09HIS-00000-0009J
09HIS	00000	0009K	301521	09HIS-00000-0009K
09HIS	00000	0009L	301522	09HIS-00000-0009L
09HIS	00000	0009M	301526	09HIS-00000-0009M
09HIS	00000	0009N	301527	09HIS-00000-0009N
09HIS	00000	0009O	301529	09HIS-00000-0009O
09HIS	00000	0009P	301536	09HIS-00000-0009P
09HIS	00000	0009Q	301537	09HIS-00000-0009Q
09HIS	00000	0009R	301542	09HIS-00000-0009R
09HIS	00000	0009S	301553	09HIS-00000-0009S
09HIS	00000	0009T	301566	09HIS-00000-0009T
09HIS	00000	0009U	301573	09HIS-00000-0009U
09HIS	00000	0009V	301575	09HIS-00000-0009V
09HIS	00000	0009W	301577	09HIS-00000-0009W
09HIS	00000	0009X	301584	09HIS-00000-0009X
09HIS	00000	0009Y	301607	09HIS-00000-0009Y
09HIS	00000	0009Z	301692	09HIS-00000-0009Z
09HIS	00000	000A0	301696	09HIS-00000-000A0
09HIS	00000	000A1	301704	09HIS-00000-000A1
09HIS	00000	000A2	301710	09HIS-00000-000A2
09HIS	00000	000A3	301716	09HIS-00000-000A3
09HIS	00000	000A4	301717	09HIS-00000-000A4
09HIS	00000	000A5	301733	09HIS-00000-000A5
09HIS	00000	000A6	301734	09HIS-00000-000A6
09HIS	00000	000A7	301735	09HIS-00000-000A7
09HIS	00000	000A8	301740	09HIS-00000-000A8
09HIS	00000	000A9	301752	09HIS-00000-000A9
09HIS	00000	000AA	301755	09HIS-00000-000AA
09HIS	00000	000AB	301756	09HIS-00000-000AB
09HIS	00000	000AC	301757	09HIS-00000-000AC
09HIS	00000	000AD	301760	09HIS-00000-000AD
09HIS	00000	000AE	301769	09HIS-00000-000AE
09HIS	00000	000AF	301773	09HIS-00000-000AF
09HIS	00000	000AG	301808	09HIS-00000-000AG
09HIS	00000	000AH	301829	09HIS-00000-000AH
09HIS	00000	000AI	301831	09HIS-00000-000AI
09HIS	00000	000AJ	301842	09HIS-00000-000AJ
09HIS	00000	000AK	301846	09HIS-00000-000AK
09HIS	00000	000AL	301881	09HIS-00000-000AL
09HIS	00000	000AM	301889	09HIS-00000-000AM
09HIS	00000	000AN	301891	09HIS-00000-000AN
09HIS	00000	000AO	301901	09HIS-00000-000AO
09HIS	00000	000AP	301913	09HIS-00000-000AP
09HIS	00000	000AQ	301917	09HIS-00000-000AQ
09HIS	00000	000AR	301925	09HIS-00000-000AR
09HIS	00000	000AS	301930	09HIS-00000-000AS
09HIS	00000	000AT	301934	09HIS-00000-000AT
09HIS	00000	000AU	301939	09HIS-00000-000AU
09HIS	00000	000AV	301983	09HIS-00000-000AV
09HIS	00000	000AW	301987	09HIS-00000-000AW
09HIS	00000	000AX	302009	09HIS-00000-000AX
09HIS	00000	000AY	302016	09HIS-00000-000AY
09HIS	00000	000AZ	302031	09HIS-00000-000AZ
09HIS	00000	000B0	302044	09HIS-00000-000B0
09HIS	00000	000B1	302047	09HIS-00000-000B1
09HIS	00000	000B2	302048	09HIS-00000-000B2
09HIS	00000	000B3	302049	09HIS-00000-000B3
09HIS	00000	000B4	302050	09HIS-00000-000B4
09HIS	00000	000B5	302063	09HIS-00000-000B5
09HIS	00000	000B6	302064	09HIS-00000-000B6
09HIS	00000	000B7	302092	09HIS-00000-000B7
09HIS	00000	000B8	302101	09HIS-00000-000B8
09HIS	00000	000B9	302156	09HIS-00000-000B9
09HIS	00000	000BA	302166	09HIS-00000-000BA
09HIS	00000	000BB	302180	09HIS-00000-000BB
09HIS	00000	000BC	302181	09HIS-00000-000BC
09HIS	00000	000BD	302187	09HIS-00000-000BD
09HIS	00000	000BE	302193	09HIS-00000-000BE
09HIS	00000	000BF	302195	09HIS-00000-000BF
09HIS	00000	000BG	302203	09HIS-00000-000BG
09HIS	00000	000BH	302209	09HIS-00000-000BH
09HIS	00000	000BI	302224	09HIS-00000-000BI
09HIS	00000	000BJ	302232	09HIS-00000-000BJ
09HIS	00000	000BK	302237	09HIS-00000-000BK
09HIS	00000	000BL	302256	09HIS-00000-000BL
09HIS	00000	000BM	302258	09HIS-00000-000BM
09HIS	00000	000BN	302259	09HIS-00000-000BN
09HIS	00000	000BO	302272	09HIS-00000-000BO
09HIS	00000	000BP	302276	09HIS-00000-000BP
09HIS	00000	000BQ	302277	09HIS-00000-000BQ
09HIS	00000	000BR	302295	09HIS-00000-000BR
09HIS	00000	000BS	302329	09HIS-00000-000BS
09HIS	00000	000BT	302335	09HIS-00000-000BT
09HIS	00000	000BU	302336	09HIS-00000-000BU
09HIS	00000	000BV	302337	09HIS-00000-000BV
09HIS	00000	000BW	302342	09HIS-00000-000BW
09HIS	00000	000BX	302360	09HIS-00000-000BX
09HIS	00000	000BY	302363	09HIS-00000-000BY
09HIS	00000	000BZ	302364	09HIS-00000-000BZ
09HIS	00000	000C0	302365	09HIS-00000-000C0
09HIS	00000	000C1	302368	09HIS-00000-000C1
09HIS	00000	000C2	302371	09HIS-00000-000C2
09HIS	00000	000C3	302384	09HIS-00000-000C3
09HIS	00000	000C4	302409	09HIS-00000-000C4
09HIS	00000	000C5	302410	09HIS-00000-000C5
09HIS	00000	000C6	302433	09HIS-00000-000C6
09HIS	00000	000C7	302448	09HIS-00000-000C7
09HIS	00000	000C8	302463	09HIS-00000-000C8
09HIS	00000	000C9	302471	09HIS-00000-000C9
09HIS	00000	000CA	302476	09HIS-00000-000CA
09HIS	00000	000CB	302478	09HIS-00000-000CB
09HIS	00000	000CC	302480	09HIS-00000-000CC
09HIS	00000	000CD	302483	09HIS-00000-000CD
09HIS	00000	000CE	302484	09HIS-00000-000CE
09HIS	00000	000CF	302500	09HIS-00000-000CF
09HIS	00000	000CG	302507	09HIS-00000-000CG
09HIS	00000	000CH	302514	09HIS-00000-000CH
09HIS	00000	000CI	302520	09HIS-00000-000CI
09HIS	00000	000CJ	302522	09HIS-00000-000CJ
09HIS	00000	000CK	302523	09HIS-00000-000CK
09HIS	00000	000CL	302534	09HIS-00000-000CL
09HIS	00000	000CM	302537	09HIS-00000-000CM
09HIS	00000	000CN	302541	09HIS-00000-000CN
09HIS	00000	000CO	302545	09HIS-00000-000CO
09HIS	00000	000CP	302550	09HIS-00000-000CP
09HIS	00000	000CQ	302553	09HIS-00000-000CQ
09HIS	00000	000CR	302575	09HIS-00000-000CR
09HIS	00000	000CS	302576	09HIS-00000-000CS
09HIS	00000	000CT	302580	09HIS-00000-000CT
09HIS	00000	000CU	302581	09HIS-00000-000CU
09HIS	00000	000CV	302587	09HIS-00000-000CV
09HIS	00000	000CW	302591	09HIS-00000-000CW
09HIS	00000	000CX	302594	09HIS-00000-000CX
09HIS	00000	000CY	302605	09HIS-00000-000CY
09HIS	00000	000CZ	302610	09HIS-00000-000CZ
09HIS	00000	000D0	302614	09HIS-00000-000D0
09HIS	00000	000D1	302616	09HIS-00000-000D1
09HIS	00000	000D2	302636	09HIS-00000-000D2
09HIS	00000	000D3	302637	09HIS-00000-000D3
09HIS	00000	000D4	302648	09HIS-00000-000D4
09HIS	00000	000D5	302667	09HIS-00000-000D5
09HIS	00000	000D6	302669	09HIS-00000-000D6
09HIS	00000	000D7	302670	09HIS-00000-000D7
09HIS	00000	000D8	302691	09HIS-00000-000D8
09HIS	00000	000D9	302693	09HIS-00000-000D9
09HIS	00000	000DA	302694	09HIS-00000-000DA
09HIS	00000	000DB	302695	09HIS-00000-000DB
09HIS	00000	000DC	302697	09HIS-00000-000DC
09HIS	00000	000DD	302699	09HIS-00000-000DD
09HIS	00000	000DE	302702	09HIS-00000-000DE
09HIS	00000	000DF	302744	09HIS-00000-000DF
09HIS	00000	000DG	302749	09HIS-00000-000DG
09HIS	00000	000DH	302750	09HIS-00000-000DH
09HIS	00000	000DI	302756	09HIS-00000-000DI
09HIS	00000	000DJ	302773	09HIS-00000-000DJ
09HIS	00000	000DK	302777	09HIS-00000-000DK
09HIS	00000	000DL	302778	09HIS-00000-000DL
09HIS	00000	000DM	302782	09HIS-00000-000DM
09HIS	00000	000DN	302795	09HIS-00000-000DN
09HIS	00000	000DO	302796	09HIS-00000-000DO
09HIS	00000	000DP	302797	09HIS-00000-000DP
09HIS	00000	000DQ	302805	09HIS-00000-000DQ
09HIS	00000	000DR	302807	09HIS-00000-000DR
09HIS	00000	000DS	302808	09HIS-00000-000DS
09HIS	00000	000DT	302817	09HIS-00000-000DT
09HIS	00000	000DU	302843	09HIS-00000-000DU
09HIS	00000	000DV	302846	09HIS-00000-000DV
09HIS	00000	000DW	302852	09HIS-00000-000DW
09HIS	00000	000DX	302882	09HIS-00000-000DX
09HIS	00000	000DY	302883	09HIS-00000-000DY
09HIS	00000	000DZ	302892	09HIS-00000-000DZ
09HIS	00000	000E0	302904	09HIS-00000-000E0
09HIS	00000	000E1	302905	09HIS-00000-000E1
09HIS	00000	000E2	302928	09HIS-00000-000E2
09HIS	00000	000E3	302929	09HIS-00000-000E3
09HIS	00000	000E4	302939	09HIS-00000-000E4
09HIS	00000	000E5	302943	09HIS-00000-000E5
09HIS	00000	000E6	302952	09HIS-00000-000E6
09HIS	00000	000E7	302990	09HIS-00000-000E7
09HIS	00000	000E8	303005	09HIS-00000-000E8
09HIS	00000	000E9	303010	09HIS-00000-000E9
09HIS	00000	000EA	303030	09HIS-00000-000EA
09HIS	00000	000EB	303058	09HIS-00000-000EB
09HIS	00000	000EC	303063	09HIS-00000-000EC
09HIS	00000	000ED	303083	09HIS-00000-000ED
09HIS	00000	000EE	303087	09HIS-00000-000EE
09HIS	00000	000EF	303091	09HIS-00000-000EF
09HIS	00000	000EG	303094	09HIS-00000-000EG
