ID1	ID2	ID3	RECORD #	RECORD ID
15HIS	00000	00CN9	357909	15HIS-00000-00CN9
15HIS	00000	00CNA	357911	15HIS-00000-00CNA
15HIS	00000	00CNB	357912	15HIS-00000-00CNB
15HIS	00000	00CNC	357914	15HIS-00000-00CNC
15HIS	00000	00CND	357918	15HIS-00000-00CND
15HIS	00000	00CNE	357921	15HIS-00000-00CNE
15HIS	00000	00CNF	357922	15HIS-00000-00CNF
15HIS	00000	00CNG	357924	15HIS-00000-00CNG
15HIS	00000	00CNH	357926	15HIS-00000-00CNH
15HIS	00000	00CNI	357929	15HIS-00000-00CNI
15HIS	00000	00CNJ	357931	15HIS-00000-00CNJ
15HIS	00000	00CNK	357932	15HIS-00000-00CNK
15HIS	00000	00CNL	357936	15HIS-00000-00CNL
15HIS	00000	00CNM	357937	15HIS-00000-00CNM
15HIS	00000	00CNN	357943	15HIS-00000-00CNN
15HIS	00000	00CNO	357944	15HIS-00000-00CNO
15HIS	00000	00CNP	357953	15HIS-00000-00CNP
15HIS	00000	00CNQ	357958	15HIS-00000-00CNQ
15HIS	00000	00CNR	357959	15HIS-00000-00CNR
15HIS	00000	00CNS	357967	15HIS-00000-00CNS
15HIS	00000	00CNT	357977	15HIS-00000-00CNT
15HIS	00000	00CNU	357979	15HIS-00000-00CNU
15HIS	00000	00CNV	357993	15HIS-00000-00CNV
15HIS	00000	00CNW	357995	15HIS-00000-00CNW
15HIS	00000	00CNX	357996	15HIS-00000-00CNX
15HIS	00000	00CNY	358006	15HIS-00000-00CNY
15HIS	00000	00CNZ	358009	15HIS-00000-00CNZ
15HIS	00000	00CO0	358013	15HIS-00000-00CO0
15HIS	00000	00CO1	358014	15HIS-00000-00CO1
15HIS	00000	00CO2	358015	15HIS-00000-00CO2
15HIS	00000	00CO3	358021	15HIS-00000-00CO3
15HIS	00000	00CO4	358027	15HIS-00000-00CO4
15HIS	00000	00CO5	358030	15HIS-00000-00CO5
15HIS	00000	00CO6	358032	15HIS-00000-00CO6
15HIS	00000	00CO7	358040	15HIS-00000-00CO7
15HIS	00000	00CO8	358041	15HIS-00000-00CO8
15HIS	00000	00CO9	358042	15HIS-00000-00CO9
15HIS	00000	00COA	358043	15HIS-00000-00COA
15HIS	00000	00COB	358046	15HIS-00000-00COB
15HIS	00000	00COC	358048	15HIS-00000-00COC
15HIS	00000	00COD	358051	15HIS-00000-00COD
15HIS	00000	00COE	358052	15HIS-00000-00COE
15HIS	00000	00COF	358053	15HIS-00000-00COF
15HIS	00000	00COG	358055	15HIS-00000-00COG
15HIS	00000	00COH	358057	15HIS-00000-00COH
15HIS	00000	00COI	358060	15HIS-00000-00COI
15HIS	00000	00COJ	358063	15HIS-00000-00COJ
15HIS	00000	00COK	358065	15HIS-00000-00COK
15HIS	00000	00COL	358066	15HIS-00000-00COL
15HIS	00000	00COM	358067	15HIS-00000-00COM
15HIS	00000	00CON	358068	15HIS-00000-00CON
15HIS	00000	00COO	358075	15HIS-00000-00COO
15HIS	00000	00COP	358077	15HIS-00000-00COP
15HIS	00000	00COQ	358078	15HIS-00000-00COQ
15HIS	00000	00COR	358087	15HIS-00000-00COR
15HIS	00000	00COS	358088	15HIS-00000-00COS
15HIS	00000	00COT	358091	15HIS-00000-00COT
15HIS	00000	00COU	358092	15HIS-00000-00COU
15HIS	00000	00COV	358096	15HIS-00000-00COV
15HIS	00000	00COW	358101	15HIS-00000-00COW
15HIS	00000	00COX	358102	15HIS-00000-00COX
15HIS	00000	00COY	358104	15HIS-00000-00COY
15HIS	00000	00COZ	358108	15HIS-00000-00COZ
15HIS	00000	00CP0	358111	15HIS-00000-00CP0
15HIS	00000	00CP1	358112	15HIS-00000-00CP1
15HIS	00000	00CP2	358113	15HIS-00000-00CP2
15HIS	00000	00CP3	358116	15HIS-00000-00CP3
15HIS	00000	00CP4	358124	15HIS-00000-00CP4
15HIS	00000	00CP5	358125	15HIS-00000-00CP5
15HIS	00000	00CP6	358127	15HIS-00000-00CP6
15HIS	00000	00CP7	358131	15HIS-00000-00CP7
15HIS	00000	00CP8	358140	15HIS-00000-00CP8
15HIS	00000	00CP9	358149	15HIS-00000-00CP9
15HIS	00000	00CPA	358163	15HIS-00000-00CPA
15HIS	00000	00CPB	358179	15HIS-00000-00CPB
15HIS	00000	00CPC	358180	15HIS-00000-00CPC
15HIS	00000	00CPD	358182	15HIS-00000-00CPD
15HIS	00000	00CPE	358187	15HIS-00000-00CPE
15HIS	00000	00CPF	358189	15HIS-00000-00CPF
15HIS	00000	00CPG	358191	15HIS-00000-00CPG
15HIS	00000	00CPH	358193	15HIS-00000-00CPH
15HIS	00000	00CPI	358198	15HIS-00000-00CPI
15HIS	00000	00CPJ	358199	15HIS-00000-00CPJ
15HIS	00000	00CPK	358200	15HIS-00000-00CPK
15HIS	00000	00CPL	358217	15HIS-00000-00CPL
15HIS	00000	00CPM	358218	15HIS-00000-00CPM
15HIS	00000	00CPN	358219	15HIS-00000-00CPN
15HIS	00000	00CPO	358220	15HIS-00000-00CPO
15HIS	00000	00CPP	358221	15HIS-00000-00CPP
15HIS	00000	00CPQ	358224	15HIS-00000-00CPQ
15HIS	00000	00CPR	358230	15HIS-00000-00CPR
15HIS	00000	00CPS	358236	15HIS-00000-00CPS
15HIS	00000	00CPT	358237	15HIS-00000-00CPT
15HIS	00000	00CPU	358238	15HIS-00000-00CPU
15HIS	00000	00CPV	358239	15HIS-00000-00CPV
15HIS	00000	00CPW	358242	15HIS-00000-00CPW
15HIS	00000	00CPX	358245	15HIS-00000-00CPX
15HIS	00000	00CPY	358249	15HIS-00000-00CPY
15HIS	00000	00CPZ	358262	15HIS-00000-00CPZ
15HIS	00000	00CQ0	358272	15HIS-00000-00CQ0
15HIS	00000	00CQ1	358277	15HIS-00000-00CQ1
15HIS	00000	00CQ2	358279	15HIS-00000-00CQ2
15HIS	00000	00CQ3	358281	15HIS-00000-00CQ3
15HIS	00000	00CQ4	358283	15HIS-00000-00CQ4
15HIS	00000	00CQ5	358284	15HIS-00000-00CQ5
15HIS	00000	00CQ6	358285	15HIS-00000-00CQ6
15HIS	00000	00CQ7	358288	15HIS-00000-00CQ7
15HIS	00000	00CQ8	358295	15HIS-00000-00CQ8
15HIS	00000	00CQ9	358296	15HIS-00000-00CQ9
15HIS	00000	00CQA	358297	15HIS-00000-00CQA
15HIS	00000	00CQB	358298	15HIS-00000-00CQB
15HIS	00000	00CQC	358311	15HIS-00000-00CQC
15HIS	00000	00CQD	358312	15HIS-00000-00CQD
15HIS	00000	00CQE	358314	15HIS-00000-00CQE
15HIS	00000	00CQF	358318	15HIS-00000-00CQF
15HIS	00000	00CQG	358322	15HIS-00000-00CQG
15HIS	00000	00CQH	358325	15HIS-00000-00CQH
15HIS	00000	00CQI	358329	15HIS-00000-00CQI
15HIS	00000	00CQJ	358332	15HIS-00000-00CQJ
15HIS	00000	00CQK	358339	15HIS-00000-00CQK
15HIS	00000	00CQL	358343	15HIS-00000-00CQL
15HIS	00000	00CQM	358344	15HIS-00000-00CQM
15HIS	00000	00CQN	358345	15HIS-00000-00CQN
15HIS	00000	00CQO	358349	15HIS-00000-00CQO
15HIS	00000	00CQP	358356	15HIS-00000-00CQP
15HIS	00000	00CQQ	358358	15HIS-00000-00CQQ
15HIS	00000	00CQR	358365	15HIS-00000-00CQR
15HIS	00000	00CQS	358367	15HIS-00000-00CQS
15HIS	00000	00CQT	358369	15HIS-00000-00CQT
15HIS	00000	00CQU	358372	15HIS-00000-00CQU
15HIS	00000	00CQV	358376	15HIS-00000-00CQV
15HIS	00000	00CQW	358377	15HIS-00000-00CQW
15HIS	00000	00CQX	358379	15HIS-00000-00CQX
15HIS	00000	00CQY	358382	15HIS-00000-00CQY
15HIS	00000	00CQZ	358390	15HIS-00000-00CQZ
15HIS	00000	00CR0	358396	15HIS-00000-00CR0
15HIS	00000	00CR1	358397	15HIS-00000-00CR1
15HIS	00000	00CR2	358398	15HIS-00000-00CR2
15HIS	00000	00CR3	358401	15HIS-00000-00CR3
15HIS	00000	00CR4	358402	15HIS-00000-00CR4
15HIS	00000	00CR5	358405	15HIS-00000-00CR5
15HIS	00000	00CR6	358406	15HIS-00000-00CR6
15HIS	00000	00CR7	358409	15HIS-00000-00CR7
15HIS	00000	00CR8	358410	15HIS-00000-00CR8
15HIS	00000	00CR9	358417	15HIS-00000-00CR9
15HIS	00000	00CRA	358418	15HIS-00000-00CRA
15HIS	00000	00CRB	358421	15HIS-00000-00CRB
15HIS	00000	00CRC	358425	15HIS-00000-00CRC
15HIS	00000	00CRD	358433	15HIS-00000-00CRD
15HIS	00000	00CRE	358439	15HIS-00000-00CRE
15HIS	00000	00CRF	358446	15HIS-00000-00CRF
15HIS	00000	00CRG	358448	15HIS-00000-00CRG
15HIS	00000	00CRH	358451	15HIS-00000-00CRH
15HIS	00000	00CRI	358459	15HIS-00000-00CRI
15HIS	00000	00CRJ	358464	15HIS-00000-00CRJ
15HIS	00000	00CRK	358467	15HIS-00000-00CRK
15HIS	00000	00CRL	358469	15HIS-00000-00CRL
15HIS	00000	00CRM	358473	15HIS-00000-00CRM
15HIS	00000	00CRN	358475	15HIS-00000-00CRN
15HIS	00000	00CRO	358480	15HIS-00000-00CRO
15HIS	00000	00CRP	358486	15HIS-00000-00CRP
15HIS	00000	00CRQ	358488	15HIS-00000-00CRQ
15HIS	00000	00CRR	358492	15HIS-00000-00CRR
15HIS	00000	00CRS	358494	15HIS-00000-00CRS
15HIS	00000	00CRT	358495	15HIS-00000-00CRT
15HIS	00000	00CRU	358498	15HIS-00000-00CRU
15HIS	00000	00CRV	358502	15HIS-00000-00CRV
15HIS	00000	00CRW	358503	15HIS-00000-00CRW
15HIS	00000	00CRX	358504	15HIS-00000-00CRX
15HIS	00000	00CRY	358505	15HIS-00000-00CRY
15HIS	00000	00CRZ	358508	15HIS-00000-00CRZ
15HIS	00000	00CS0	358520	15HIS-00000-00CS0
15HIS	00000	00CS1	358521	15HIS-00000-00CS1
15HIS	00000	00CS2	358522	15HIS-00000-00CS2
15HIS	00000	00CS3	358527	15HIS-00000-00CS3
15HIS	00000	00CS4	358528	15HIS-00000-00CS4
15HIS	00000	00CS5	358530	15HIS-00000-00CS5
15HIS	00000	00CS6	358535	15HIS-00000-00CS6
15HIS	00000	00CS7	358537	15HIS-00000-00CS7
15HIS	00000	00CS8	358544	15HIS-00000-00CS8
15HIS	00000	00CS9	358546	15HIS-00000-00CS9
15HIS	00000	00CSA	358551	15HIS-00000-00CSA
15HIS	00000	00CSB	358554	15HIS-00000-00CSB
15HIS	00000	00CSC	358555	15HIS-00000-00CSC
15HIS	00000	00CSD	358561	15HIS-00000-00CSD
15HIS	00000	00CSE	358569	15HIS-00000-00CSE
15HIS	00000	00CSF	358570	15HIS-00000-00CSF
15HIS	00000	00CSG	358573	15HIS-00000-00CSG
15HIS	00000	00CSH	358578	15HIS-00000-00CSH
15HIS	00000	00CSI	358579	15HIS-00000-00CSI
15HIS	00000	00CSJ	358581	15HIS-00000-00CSJ
15HIS	00000	00CSK	358582	15HIS-00000-00CSK
15HIS	00000	00CSL	358583	15HIS-00000-00CSL
15HIS	00000	00CSM	358589	15HIS-00000-00CSM
15HIS	00000	00CSN	358590	15HIS-00000-00CSN
15HIS	00000	00CSO	358598	15HIS-00000-00CSO
15HIS	00000	00CSP	358600	15HIS-00000-00CSP
15HIS	00000	00CSQ	358603	15HIS-00000-00CSQ
15HIS	00000	00CSR	358604	15HIS-00000-00CSR
15HIS	00000	00CSS	358605	15HIS-00000-00CSS
15HIS	00000	00CST	358606	15HIS-00000-00CST
15HIS	00000	00CSU	358607	15HIS-00000-00CSU
15HIS	00000	00CSV	358608	15HIS-00000-00CSV
15HIS	00000	00CSW	358620	15HIS-00000-00CSW
15HIS	00000	00CSX	358622	15HIS-00000-00CSX
15HIS	00000	00CSY	358625	15HIS-00000-00CSY
15HIS	00000	00CSZ	358626	15HIS-00000-00CSZ
15HIS	00000	00CT0	358629	15HIS-00000-00CT0
15HIS	00000	00CT1	358633	15HIS-00000-00CT1
15HIS	00000	00CT2	358644	15HIS-00000-00CT2
15HIS	00000	00CT3	358647	15HIS-00000-00CT3
15HIS	00000	00CT4	358648	15HIS-00000-00CT4
15HIS	00000	00CT5	358649	15HIS-00000-00CT5
15HIS	00000	00CT6	358650	15HIS-00000-00CT6
15HIS	00000	00CT7	358659	15HIS-00000-00CT7
15HIS	00000	00CT8	358667	15HIS-00000-00CT8
15HIS	00000	00CT9	358669	15HIS-00000-00CT9
15HIS	00000	00CTA	358670	15HIS-00000-00CTA
15HIS	00000	00CTB	358676	15HIS-00000-00CTB
15HIS	00000	00CTC	358682	15HIS-00000-00CTC
15HIS	00000	00CTD	358686	15HIS-00000-00CTD
15HIS	00000	00CTE	358687	15HIS-00000-00CTE
15HIS	00000	00CTF	358689	15HIS-00000-00CTF
15HIS	00000	00CTG	358690	15HIS-00000-00CTG
15HIS	00000	00CTH	358691	15HIS-00000-00CTH
15HIS	00000	00CTI	358692	15HIS-00000-00CTI
15HIS	00000	00CTJ	358693	15HIS-00000-00CTJ
15HIS	00000	00CTK	358694	15HIS-00000-00CTK
15HIS	00000	00CTL	358696	15HIS-00000-00CTL
15HIS	00000	00CTM	358700	15HIS-00000-00CTM
15HIS	00000	00CTN	358710	15HIS-00000-00CTN
15HIS	00000	00CTO	358716	15HIS-00000-00CTO
15HIS	00000	00CTP	358718	15HIS-00000-00CTP
15HIS	00000	00CTQ	358720	15HIS-00000-00CTQ
15HIS	00000	00CTR	358721	15HIS-00000-00CTR
15HIS	00000	00CTS	358722	15HIS-00000-00CTS
15HIS	00000	00CTT	358728	15HIS-00000-00CTT
15HIS	00000	00CTU	358730	15HIS-00000-00CTU
15HIS	00000	00CTV	358741	15HIS-00000-00CTV
15HIS	00000	00CTW	358745	15HIS-00000-00CTW
15HIS	00000	00CTX	358746	15HIS-00000-00CTX
15HIS	00000	00CTY	358758	15HIS-00000-00CTY
15HIS	00000	00CTZ	358766	15HIS-00000-00CTZ
15HIS	00000	00CU0	358767	15HIS-00000-00CU0
15HIS	00000	00CU1	358769	15HIS-00000-00CU1
15HIS	00000	00CU2	358772	15HIS-00000-00CU2
15HIS	00000	00CU3	358782	15HIS-00000-00CU3
15HIS	00000	00CU4	358783	15HIS-00000-00CU4
15HIS	00000	00CU5	358785	15HIS-00000-00CU5
15HIS	00000	00CU6	358787	15HIS-00000-00CU6
15HIS	00000	00CU7	358788	15HIS-00000-00CU7
15HIS	00000	00CU8	358790	15HIS-00000-00CU8
15HIS	00000	00CU9	358795	15HIS-00000-00CU9
15HIS	00000	00CUA	358799	15HIS-00000-00CUA
15HIS	00000	00CUB	358803	15HIS-00000-00CUB
15HIS	00000	00CUC	358806	15HIS-00000-00CUC
15HIS	00000	00CUD	358808	15HIS-00000-00CUD
15HIS	00000	00CUE	358810	15HIS-00000-00CUE
15HIS	00000	00CUF	358821	15HIS-00000-00CUF
15HIS	00000	00CUG	358822	15HIS-00000-00CUG
15HIS	00000	00CUH	358825	15HIS-00000-00CUH
15HIS	00000	00CUI	358827	15HIS-00000-00CUI
15HIS	00000	00CUJ	358829	15HIS-00000-00CUJ
15HIS	00000	00CUK	358830	15HIS-00000-00CUK
15HIS	00000	00CUL	358839	15HIS-00000-00CUL
15HIS	00000	00CUM	358843	15HIS-00000-00CUM
15HIS	00000	00CUN	358851	15HIS-00000-00CUN
15HIS	00000	00CUO	358853	15HIS-00000-00CUO
15HIS	00000	00CUP	358854	15HIS-00000-00CUP
15HIS	00000	00CUQ	358856	15HIS-00000-00CUQ
15HIS	00000	00CUR	358873	15HIS-00000-00CUR
15HIS	00000	00CUS	358878	15HIS-00000-00CUS
15HIS	00000	00CUT	358881	15HIS-00000-00CUT
15HIS	00000	00CUU	358882	15HIS-00000-00CUU
15HIS	00000	00CUV	358883	15HIS-00000-00CUV
15HIS	00000	00CUW	358888	15HIS-00000-00CUW
15HIS	00000	00CUX	358889	15HIS-00000-00CUX
15HIS	00000	00CUY	358891	15HIS-00000-00CUY
15HIS	00000	00CUZ	358897	15HIS-00000-00CUZ
15HIS	00000	00CV0	358898	15HIS-00000-00CV0
15HIS	00000	00CV1	358918	15HIS-00000-00CV1
15HIS	00000	00CV2	358919	15HIS-00000-00CV2
15HIS	00000	00CV3	358921	15HIS-00000-00CV3
15HIS	00000	00CV4	358926	15HIS-00000-00CV4
15HIS	00000	00CV5	358928	15HIS-00000-00CV5
15HIS	00000	00CV6	358933	15HIS-00000-00CV6
15HIS	00000	00CV7	358934	15HIS-00000-00CV7
15HIS	00000	00CV8	358935	15HIS-00000-00CV8
15HIS	00000	00CV9	358941	15HIS-00000-00CV9
15HIS	00000	00CVA	358942	15HIS-00000-00CVA
15HIS	00000	00CVB	358952	15HIS-00000-00CVB
15HIS	00000	00CVC	358956	15HIS-00000-00CVC
15HIS	00000	00CVD	358957	15HIS-00000-00CVD
15HIS	00000	00CVE	358966	15HIS-00000-00CVE
15HIS	00000	00CVF	358970	15HIS-00000-00CVF
15HIS	00000	00CVG	358971	15HIS-00000-00CVG
15HIS	00000	00CVH	358972	15HIS-00000-00CVH
15HIS	00000	00CVI	358973	15HIS-00000-00CVI
15HIS	00000	00CVJ	358979	15HIS-00000-00CVJ
15HIS	00000	00CVK	358983	15HIS-00000-00CVK
15HIS	00000	00CVL	358985	15HIS-00000-00CVL
15HIS	00000	00CVM	358999	15HIS-00000-00CVM
15HIS	00000	00CVN	359002	15HIS-00000-00CVN
15HIS	00000	00CVO	359005	15HIS-00000-00CVO
15HIS	00000	00CVP	359006	15HIS-00000-00CVP
15HIS	00000	00CVQ	359016	15HIS-00000-00CVQ
15HIS	00000	00CVR	359017	15HIS-00000-00CVR
15HIS	00000	00CVS	359023	15HIS-00000-00CVS
15HIS	00000	00CVT	359027	15HIS-00000-00CVT
15HIS	00000	00CVU	359028	15HIS-00000-00CVU
15HIS	00000	00CVV	359037	15HIS-00000-00CVV
15HIS	00000	00CVW	359039	15HIS-00000-00CVW
15HIS	00000	00CVX	359041	15HIS-00000-00CVX
15HIS	00000	00CVY	359043	15HIS-00000-00CVY
15HIS	00000	00CVZ	359046	15HIS-00000-00CVZ
15HIS	00000	00CW0	359049	15HIS-00000-00CW0
15HIS	00000	00CW1	359060	15HIS-00000-00CW1
15HIS	00000	00CW2	359068	15HIS-00000-00CW2
15HIS	00000	00CW3	359072	15HIS-00000-00CW3
15HIS	00000	00CW4	359075	15HIS-00000-00CW4
15HIS	00000	00CW5	359082	15HIS-00000-00CW5
15HIS	00000	00CW6	359086	15HIS-00000-00CW6
15HIS	00000	00CW7	359087	15HIS-00000-00CW7
15HIS	00000	00CW8	359088	15HIS-00000-00CW8
15HIS	00000	00CW9	359095	15HIS-00000-00CW9
15HIS	00000	00CWA	359099	15HIS-00000-00CWA
15HIS	00000	00CWB	359100	15HIS-00000-00CWB
15HIS	00000	00CWC	359105	15HIS-00000-00CWC
15HIS	00000	00CWD	359106	15HIS-00000-00CWD
15HIS	00000	00CWE	359107	15HIS-00000-00CWE
15HIS	00000	00CWF	359112	15HIS-00000-00CWF
15HIS	00000	00CWG	359122	15HIS-00000-00CWG
15HIS	00000	00CWH	359132	15HIS-00000-00CWH
15HIS	00000	00CWI	359135	15HIS-00000-00CWI
15HIS	00000	00CWJ	359152	15HIS-00000-00CWJ
15HIS	00000	00CWK	359153	15HIS-00000-00CWK
15HIS	00000	00CWL	359158	15HIS-00000-00CWL
15HIS	00000	00CWM	359161	15HIS-00000-00CWM
15HIS	00000	00CWN	359163	15HIS-00000-00CWN
15HIS	00000	00CWO	359172	15HIS-00000-00CWO
15HIS	00000	00CWP	359178	15HIS-00000-00CWP
15HIS	00000	00CWQ	359183	15HIS-00000-00CWQ
15HIS	00000	00CWR	359186	15HIS-00000-00CWR
15HIS	00000	00CWS	359199	15HIS-00000-00CWS
15HIS	00000	00CWT	359203	15HIS-00000-00CWT
15HIS	00000	00CWU	359205	15HIS-00000-00CWU
15HIS	00000	00CWV	359215	15HIS-00000-00CWV
15HIS	00000	00CWW	359220	15HIS-00000-00CWW
15HIS	00000	00CWX	359221	15HIS-00000-00CWX
15HIS	00000	00CWY	359222	15HIS-00000-00CWY
15HIS	00000	00CWZ	359223	15HIS-00000-00CWZ
15HIS	00000	00CX0	359225	15HIS-00000-00CX0
15HIS	00000	00CX1	359227	15HIS-00000-00CX1
15HIS	00000	00CX2	359235	15HIS-00000-00CX2
15HIS	00000	00CX3	359240	15HIS-00000-00CX3
15HIS	00000	00CX4	359250	15HIS-00000-00CX4
15HIS	00000	00CX5	359252	15HIS-00000-00CX5
15HIS	00000	00CX6	359253	15HIS-00000-00CX6
15HIS	00000	00CX7	359263	15HIS-00000-00CX7
15HIS	00000	00CX8	359275	15HIS-00000-00CX8
15HIS	00000	00CX9	359276	15HIS-00000-00CX9
15HIS	00000	00CXA	359280	15HIS-00000-00CXA
15HIS	00000	00CXB	359284	15HIS-00000-00CXB
15HIS	00000	00CXC	359291	15HIS-00000-00CXC
15HIS	00000	00CXD	359292	15HIS-00000-00CXD
15HIS	00000	00CXE	359297	15HIS-00000-00CXE
15HIS	00000	00CXF	359300	15HIS-00000-00CXF
15HIS	00000	00CXG	359315	15HIS-00000-00CXG
15HIS	00000	00CXH	359324	15HIS-00000-00CXH
15HIS	00000	00CXI	359330	15HIS-00000-00CXI
15HIS	00000	00CXJ	359332	15HIS-00000-00CXJ
15HIS	00000	00CXK	359340	15HIS-00000-00CXK
15HIS	00000	00CXL	359342	15HIS-00000-00CXL
15HIS	00000	00CXM	359343	15HIS-00000-00CXM
15HIS	00000	00CXN	359349	15HIS-00000-00CXN
15HIS	00000	00CXO	359351	15HIS-00000-00CXO
15HIS	00000	00CXP	359358	15HIS-00000-00CXP
15HIS	00000	00CXQ	359359	15HIS-00000-00CXQ
15HIS	00000	00CXR	359365	15HIS-00000-00CXR
15HIS	00000	00CXS	359373	15HIS-00000-00CXS
15HIS	00000	00CXT	359377	15HIS-00000-00CXT
15HIS	00000	00CXU	359383	15HIS-00000-00CXU
15HIS	00000	00CXV	359396	15HIS-00000-00CXV
15HIS	00000	00CXW	359397	15HIS-00000-00CXW
15HIS	00000	00CXX	359402	15HIS-00000-00CXX
15HIS	00000	00CXY	359403	15HIS-00000-00CXY
15HIS	00000	00CXZ	359407	15HIS-00000-00CXZ
15HIS	00000	00CY0	359414	15HIS-00000-00CY0
15HIS	00000	00CY1	359418	15HIS-00000-00CY1
15HIS	00000	00CY2	359419	15HIS-00000-00CY2
15HIS	00000	00CY3	359421	15HIS-00000-00CY3
15HIS	00000	00CY4	359422	15HIS-00000-00CY4
15HIS	00000	00CY5	359424	15HIS-00000-00CY5
15HIS	00000	00CY6	359426	15HIS-00000-00CY6
15HIS	00000	00CY7	359435	15HIS-00000-00CY7
15HIS	00000	00CY8	359440	15HIS-00000-00CY8
15HIS	00000	00CY9	359441	15HIS-00000-00CY9
15HIS	00000	00CYA	359443	15HIS-00000-00CYA
15HIS	00000	00CYB	359451	15HIS-00000-00CYB
15HIS	00000	00CYC	359452	15HIS-00000-00CYC
15HIS	00000	00CYD	359459	15HIS-00000-00CYD
15HIS	00000	00CYE	359478	15HIS-00000-00CYE
15HIS	00000	00CYF	359480	15HIS-00000-00CYF
15HIS	00000	00CYG	359485	15HIS-00000-00CYG
15HIS	00000	00CYH	359490	15HIS-00000-00CYH
15HIS	00000	00CYI	359509	15HIS-00000-00CYI
15HIS	00000	00CYJ	359515	15HIS-00000-00CYJ
15HIS	00000	00CYK	359516	15HIS-00000-00CYK
15HIS	00000	00CYL	359523	15HIS-00000-00CYL
15HIS	00000	00CYM	359525	15HIS-00000-00CYM
15HIS	00000	00CYN	359536	15HIS-00000-00CYN
15HIS	00000	00CYO	359540	15HIS-00000-00CYO
15HIS	00000	00CYP	359542	15HIS-00000-00CYP
15HIS	00000	00CYQ	359544	15HIS-00000-00CYQ
15HIS	00000	00CYR	359545	15HIS-00000-00CYR
15HIS	00000	00CYS	359548	15HIS-00000-00CYS
15HIS	00000	00CYT	359549	15HIS-00000-00CYT
15HIS	00000	00CYU	359552	15HIS-00000-00CYU
15HIS	00000	00CYV	359589	15HIS-00000-00CYV
15HIS	00000	00CYW	359590	15HIS-00000-00CYW
15HIS	00000	00CYX	359594	15HIS-00000-00CYX
15HIS	00000	00CYY	359597	15HIS-00000-00CYY
15HIS	00000	00CYZ	359600	15HIS-00000-00CYZ
15HIS	00000	00CZ0	359612	15HIS-00000-00CZ0
15HIS	00000	00CZ1	359615	15HIS-00000-00CZ1
15HIS	00000	00CZ2	359616	15HIS-00000-00CZ2
15HIS	00000	00CZ3	359617	15HIS-00000-00CZ3
15HIS	00000	00CZ4	359618	15HIS-00000-00CZ4
15HIS	00000	00CZ5	359620	15HIS-00000-00CZ5
15HIS	00000	00CZ6	359622	15HIS-00000-00CZ6
15HIS	00000	00CZ7	359643	15HIS-00000-00CZ7
15HIS	00000	00CZ8	359649	15HIS-00000-00CZ8
15HIS	00000	00CZ9	359650	15HIS-00000-00CZ9
15HIS	00000	00CZA	359652	15HIS-00000-00CZA
15HIS	00000	00CZB	359655	15HIS-00000-00CZB
15HIS	00000	00CZC	359657	15HIS-00000-00CZC
15HIS	00000	00CZD	359659	15HIS-00000-00CZD
15HIS	00000	00CZE	359679	15HIS-00000-00CZE
15HIS	00000	00CZF	359680	15HIS-00000-00CZF
15HIS	00000	00CZG	359681	15HIS-00000-00CZG
15HIS	00000	00CZH	359684	15HIS-00000-00CZH
15HIS	00000	00CZI	359687	15HIS-00000-00CZI
15HIS	00000	00CZJ	359689	15HIS-00000-00CZJ
15HIS	00000	00CZK	359696	15HIS-00000-00CZK
15HIS	00000	00CZL	359706	15HIS-00000-00CZL
15HIS	00000	00CZM	359708	15HIS-00000-00CZM
15HIS	00000	00CZN	359710	15HIS-00000-00CZN
15HIS	00000	00CZO	359711	15HIS-00000-00CZO
15HIS	00000	00CZP	359713	15HIS-00000-00CZP
15HIS	00000	00CZQ	359727	15HIS-00000-00CZQ
15HIS	00000	00CZR	359728	15HIS-00000-00CZR
15HIS	00000	00CZS	359731	15HIS-00000-00CZS
15HIS	00000	00CZT	359734	15HIS-00000-00CZT
15HIS	00000	00CZU	359738	15HIS-00000-00CZU
15HIS	00000	00CZV	359741	15HIS-00000-00CZV
15HIS	00000	00CZW	359744	15HIS-00000-00CZW
15HIS	00000	00CZX	359745	15HIS-00000-00CZX
15HIS	00000	00CZY	359746	15HIS-00000-00CZY
15HIS	00000	00CZZ	359749	15HIS-00000-00CZZ
15HIS	00000	00D00	359751	15HIS-00000-00D00
15HIS	00000	00D01	359754	15HIS-00000-00D01
15HIS	00000	00D02	359755	15HIS-00000-00D02
15HIS	00000	00D03	359756	15HIS-00000-00D03
15HIS	00000	00D04	359757	15HIS-00000-00D04
15HIS	00000	00D05	359761	15HIS-00000-00D05
15HIS	00000	00D06	359765	15HIS-00000-00D06
15HIS	00000	00D07	359767	15HIS-00000-00D07
15HIS	00000	00D08	359770	15HIS-00000-00D08
15HIS	00000	00D09	359772	15HIS-00000-00D09
15HIS	00000	00D0A	359780	15HIS-00000-00D0A
15HIS	00000	00D0B	359783	15HIS-00000-00D0B
15HIS	00000	00D0C	359786	15HIS-00000-00D0C
15HIS	00000	00D0D	359797	15HIS-00000-00D0D
15HIS	00000	00D0E	359802	15HIS-00000-00D0E
15HIS	00000	00D0F	359816	15HIS-00000-00D0F
15HIS	00000	00D0G	359818	15HIS-00000-00D0G
15HIS	00000	00D0H	359820	15HIS-00000-00D0H
15HIS	00000	00D0I	359827	15HIS-00000-00D0I
15HIS	00000	00D0J	359832	15HIS-00000-00D0J
15HIS	00000	00D0K	359844	15HIS-00000-00D0K
